NORDEN,IDHOGAR,TMUNI,NHOGAR,EHOGAR,SEXO,EDAD,NACIONALIDAD,ESTUDIANTE,REGLADO,NOREGLADO,Nivel_estudios,Nivel_estudios_especifico,Tipo_educacion,Localización_Centro,importe_matricula_clases,servicio_comedor,importe_comedor,servicio_transporte,importe_transporte,servicio_alojamiento,importe_alojamiento,servicio_ampliacion_horario,importe_ampliacion_horario,servicio_clases_apoyo,importe_clases_apoyo,servicio_actividades_extraescolares,importe_actividades_extraescolares,servicio_actividades_complementarias,importe_actividades_complementarias,servicio_cuota_ampa,importe_cuota_ampa,servicio_otros,importe_otros_servicios,servicio_clases_particulares,importe_clases_particulares,importe_escuela_idiomas,importe_estudios_idiomas_no_reglados,importe_ensenanzas_artisticas,importe_oposiciones_pruebas_acceso,importe_otros_estudios,gasto_libros,importe_libros,gasto_fotocopias,importe_fotocopias,gasto_uniformes,importe_uniformes,gasto_papeleria,importe_papeleria,gasto_muebles_accesorios,importe_muebles_accesorios,gasto_productos_informaticos,importe_productos_informaticos,gasto_otros_bienes,importe_otros_bienes,gasto_total_educacion,gasto_total_servicios,gasto_total_servicios_reglados,gasto_total_servicios_no_reglados,gasto_total_bienes,FACTOR
17271,1962,100.000-499.999 habitantes,4,3,Hombre,6,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza concertada,Municipio Residencia,1500,1,480,2,0,2,0,2,0,2,0,2,0,2,0,1,18,2,0,2,0,0,0,0,0,0,1,300,2,0,1,200,2,0,2,0,2,0,2,0,2498,1998,1998,0,500,1687.380578
17311,1964,100.000-499.999 habitantes,5,3,Hombre,21,Doble nacionalidad,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Municipio Residencia,422,1,360,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,2,0,2,0,1,30,1,200,2,0,2,0,1012,782,782,0,230,2142.153675
17326,1964,100.000-499.999 habitantes,5,3,Hombre,19,Doble nacionalidad,Sí,Sí,No,Educación Superior,Ciclos Formativos de Grado Superior,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,100,1,30,2,0,1,25,2,0,2,0,2,0,155,0,0,0,155,2142.153675
17332,1964,100.000-499.999 habitantes,5,3,Hombre,17,Doble nacionalidad,Sí,Sí,No,Educación Secundaria,Bachillerato,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,18,2,0,2,0,2,0,0,0,0,0,0,1,150,1,15,2,0,1,50,2,0,2,0,2,0,233,18,18,0,215,2142.153675
39861,1965,100.000-499.999 habitantes,3,1,Mujer,18,Española,Sí,Sí,No,Educación Secundaria,Bachillerato,Enseñanza privada,Municipio Residencia,3750,2,0,2,0,2,0,2,0,2,0,2,0,1,200,2,0,2,0,2,0,0,0,0,0,0,1,241,1,220,2,0,2,0,1,69,2,0,2,0,4480,3950,3950,0,530,1795.173083
39900,1966,100.000-499.999 habitantes,5,1,Mujer,4,Española,Sí,Sí,No,Educación Infantil,2º Ciclo de Educación Infantil,Enseñanza concertada,Municipio Residencia,260,1,144,2,0,2,0,2,0,2,0,1,66,1,100,1,22,2,0,2,0,0,0,0,0,0,1,80,2,0,1,200,1,70,2,0,2,0,2,0,942,592,592,0,350,1381.843481
60135,1967,100.000-499.999 habitantes,4,2,Mujer,18,Española,Sí,Sí,Sí,Educación Secundaria,Ciclos Formativos de FP,Enseñanza concertada,Municipio Residencia,80,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,420,120,0,0,2,0,2,0,2,0,1,30,2,0,2,0,2,0,650,620,80,540,30,1806.890168
60140,1967,100.000-499.999 habitantes,4,2,Mujer,11,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza concertada,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,1,378,1,20,2,0,2,0,2,0,0,108,0,0,0,1,340,2,0,1,200,1,50,2,0,2,0,2,0,1096,506,398,108,590,1806.890168
60172,1968,100.000-499.999 habitantes,4,2,Hombre,16,Española,Sí,Sí,No,Educación Secundaria,Bachillerato,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,5,1,15,2,0,2,0,0,0,0,0,0,1,372,1,23,2,0,1,35,1,60,2,0,2,0,510,20,20,0,490,1770.921375
60188,1968,100.000-499.999 habitantes,4,2,Hombre,11,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza concertada,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,32,1,15,1,199,2,0,0,0,0,0,0,1,30,1,25,1,15,1,55,2,0,1,11,2,0,382,246,246,0,136,1770.921375
60212,1969,100.000-499.999 habitantes,4,2,Hombre,18,Española,Sí,Sí,Sí,Educación Secundaria,Bachillerato,Enseñanza concertada,Municipio Residencia,1025,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,330,0,0,0,1,800,1,50,1,100,1,30,2,0,2,0,2,0,2335,1355,1025,330,980,2224.978769
60227,1969,100.000-499.999 habitantes,4,2,Mujer,18,Española,Sí,Sí,Sí,Educación Secundaria,Bachillerato,Enseñanza concertada,Municipio Residencia,1025,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,330,0,0,0,1,600,1,30,1,50,1,50,2,0,2,0,2,0,2085,1355,1025,330,730,2224.978769
60251,1970,100.000-499.999 habitantes,3,1,Hombre,10,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,315,1,312,2,0,2,0,1,222,2,0,2,0,1,20,1,25,2,0,2,0,0,0,0,0,0,1,100,2,0,2,0,1,120,2,0,2,0,2,0,1114,894,894,0,220,2081.968876
60286,1971,100.000-499.999 habitantes,3,1,Hombre,16,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza concertada,Municipio Residencia,1335,1,480,1,330,2,0,2,0,2,0,2,0,1,80,1,150,2,0,1,2568,0,0,0,0,0,2,0,2,0,1,250,2,0,2,0,2,0,2,0,5193,4943,4943,0,250,2112.438178
17379,1972,10.000-49.999 habitantes,4,2,Hombre,10,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,15,1,6,2,0,2,0,0,0,0,0,0,1,80,1,10,1,25,1,90,2,0,1,30,1,12,268,21,21,0,247,1451.070072
17385,1972,10.000-49.999 habitantes,4,2,Mujer,7,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,10,1,6,2,0,2,0,0,0,72,0,0,1,190,1,15,2,0,1,40,2,0,2,0,1,20,353,88,16,72,265,1451.070072
17419,1973,10.000-49.999 habitantes,5,5,Hombre,16,Española,Sí,Sí,Sí,Educación Secundaria,Bachillerato,Enseñanza pública,Municipio Residencia,10,2,0,1,150,2,0,2,0,2,0,1,300,1,20,2,0,1,10,1,255,0,240,180,180,500,1,630,1,15,1,100,1,30,2,0,1,15,1,20,2655,1845,745,1100,810,1247.525059
17424,1973,10.000-49.999 habitantes,5,5,Mujer,14,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,10,2,0,2,0,2,0,2,0,2,0,1,210,1,150,2,0,2,0,2,0,0,300,180,300,400,1,380,1,20,1,100,1,30,1,45,1,30,1,20,2175,1550,370,1180,625,1247.525059
17430,1973,10.000-49.999 habitantes,5,5,Mujer,8,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza concertada,Municipio Residencia,10,2,0,2,0,2,0,1,150,2,0,2,0,1,25,1,40,2,0,2,0,0,240,180,1800,300,1,355,1,25,1,200,1,30,1,20,1,15,1,20,3410,2745,225,2520,665,1247.525059
17461,1974,10.000-49.999 habitantes,3,1,Mujer,6,Española,Sí,Sí,No,Educación Infantil,2º Ciclo de Educación Infantil,Enseñanza pública,Municipio Residencia,0,1,210,1,378,2,0,2,0,2,0,1,72,2,0,1,10,2,0,2,0,0,0,0,0,0,1,25,2,0,2,0,1,50,2,0,2,0,2,0,745,670,670,0,75,1290.440825
106432,1975,<10.000 habitantes,6,2,Hombre,15,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,0,1,0,1,0,2,0,2,0,2,0,2,0,1,20,2,0,2,0,1,2400,0,0,0,0,0,1,80,1,25,1,30,1,135,2,0,1,210,1,25,2925,2420,2420,0,505,2817.951609
106447,1975,<10.000 habitantes,6,2,Mujer,10,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,1,0,1,0,2,0,2,0,2,0,1,160,1,45,2,0,2,0,2,0,0,0,800,0,0,1,65,1,15,1,30,1,105,2,0,1,210,2,0,1430,1005,205,800,425,2817.951609
106498,1976,<10.000 habitantes,5,1,Mujer,11,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,1,0,1,0,2,0,2,0,2,0,1,0,1,12,2,0,2,0,2,0,0,0,0,0,0,1,28,2,0,2,0,1,48,2,0,2,0,2,0,88,12,12,0,76,2732.781764
106518,1977,<10.000 habitantes,6,2,Hombre,20,Española,Sí,Sí,Sí,Educación Superior,Otros estudios de educación superior,Enseñanza privada,Misma CA,14200,2,0,2,0,1,810,2,0,2,0,2,0,2,0,2,0,1,280,2,0,0,0,150,0,25,1,555,1,50,2,0,1,55,1,80,1,950,1,279,17434,15465,15290,175,1969,2641.682188
106523,1977,<10.000 habitantes,6,2,Mujer,15,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,0,1,132,1,0,2,0,2,0,2,0,1,360,1,150,2,0,2,0,2,0,0,0,270,0,0,1,475,2,0,1,60,1,40,2,0,2,0,1,280,1767,912,642,270,855,2641.682188
106576,1978,<10.000 habitantes,4,1,Hombre,18,Española,Sí,Sí,No,Educación Secundaria,Bachillerato,Enseñanza pública,Misma Provincia,0,2,0,1,0,2,0,2,0,2,0,2,0,1,12,2,0,2,0,2,0,0,0,0,0,0,1,12,1,5,2,0,1,25,2,0,1,300,2,0,354,12,12,0,342,2915.887063
116845,1979,10.000-49.999 habitantes,4,2,Hombre,18,Española,Sí,Sí,No,Educación Secundaria,Ciclos Formativos de FP,Enseñanza pública,Municipio Residencia,38,2,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,38,38,38,0,0,3760.586944
116858,1979,10.000-49.999 habitantes,4,2,Hombre,4,Española,Sí,Sí,No,Educación Infantil,2º Ciclo de Educación Infantil,Enseñanza concertada,Municipio Residencia,60,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,1,70,2,0,0,0,0,0,0,1,120,2,0,1,250,1,100,2,0,2,0,2,0,600,130,130,0,470,3760.586944
106621,1980,10.000-49.999 habitantes,3,1,Mujer,13,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,0,2,0,1,0,2,0,2,0,2,0,2,0,1,464,2,0,2,0,2,0,0,0,0,0,0,1,56,1,15,2,0,1,10,2,0,2,0,2,0,545,464,464,0,81,2172.745549
94477,1981,<10.000 habitantes,3,1,Mujer,20,Española,Sí,Sí,No,Educación Superior,Ciclos Formativos de Grado Superior,Enseñanza pública,Misma Provincia,0,1,150,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,40,1,10,2,0,1,20,1,12,1,189,2,0,421,150,150,0,271,3460.687609
94542,1982,<10.000 habitantes,3,1,Mujer,26,Española,Sí,Sí,No,Educación Superior,Ciclos Formativos de Grado Superior,Enseñanza privada,Otra CA,2140,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,1,60,2,0,2,0,2,0,1,358,2,0,2558,2140,2140,0,418,2789.859221
106642,1984,<10.000 habitantes,3,2,Mujer,2,Española,Sí,Sí,No,Educación Infantil,1º Ciclo de Educación Infantil,Enseñanza pública,Municipio Residencia,119,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,2,0,1,40,1,20,2,0,2,0,2,0,179,119,119,0,60,3573.880787
106655,1984,<10.000 habitantes,3,2,Hombre,10,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza pública,Misma Provincia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,20,2,0,2,0,2,0,0,120,0,0,0,1,0,2,0,2,0,1,50,2,0,2,0,2,0,190,140,20,120,50,3573.880787
106680,1985,<10.000 habitantes,4,2,Hombre,9,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,1,120,1,0,2,0,2,0,2,0,1,66,1,25,1,8,2,0,2,0,0,0,0,0,0,1,24,1,10,1,30,1,30,1,45,2,0,1,20,378,219,219,0,159,3986.565107
106693,1985,<10.000 habitantes,4,2,Hombre,6,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,1,0,1,0,2,0,2,0,2,0,1,66,1,15,1,8,2,0,2,0,0,0,0,0,0,1,11,1,15,1,7,1,20,2,0,2,0,2,0,142,89,89,0,53,3986.565107
94574,1986,100.000-499.999 habitantes,3,3,Hombre,22,Española,Sí,Sí,No,Educación Secundaria,Ciclos Formativos de FP,Enseñanza pública,Misma Provincia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,10,2,0,1,10,2,0,0,0,0,0,0,1,90,1,20,2,0,1,25,2,0,1,275,2,0,430,20,20,0,410,2781.882997
94580,1986,100.000-499.999 habitantes,3,3,Hombre,20,Española,Sí,Sí,Sí,Educación Superior,Ciclos Formativos de Grado Superior,Enseñanza pública,Misma CA,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,2,0,1,208,2,0,0,225,0,0,0,1,66,1,15,2,0,1,20,2,0,1,560,2,0,1094,433,208,225,661,2781.882997
106729,1987,100.000-499.999 habitantes,2,1,Mujer,48,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Misma Provincia,607,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,156,2,0,2,0,2,0,2,0,2,0,2,0,763,607,607,0,156,2115.909227
94614,1988,<10.000 habitantes,5,2,Mujer,3,Española,Sí,Sí,No,Educación Infantil,1º Ciclo de Educación Infantil,Enseñanza pública,Otra CA,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,5113.95708
94629,1988,<10.000 habitantes,5,2,Mujer,16,Española,Sí,Sí,No,Educación Secundaria,Ciclos Formativos de FP,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,20,2,0,0,0,0,0,0,2,0,1,60,2,0,1,80,1,150,1,600,2,0,910,20,20,0,890,5113.95708
106740,1989,<10.000 habitantes,3,1,Hombre,6,Española,Sí,Sí,Sí,Educación Infantil,2º Ciclo de Educación Infantil,Enseñanza pública,Misma Provincia,420,2,0,1,0,2,0,2,0,2,0,1,330,1,30,1,20,2,0,2,0,0,120,120,0,0,1,101,1,15,1,30,1,30,1,110,2,0,2,0,1326,1040,800,240,286,3892.973008
94666,1990,100.000-499.999 habitantes,3,2,Mujer,15,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza concertada,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,90,2,0,1,490,1,420,0,480,0,0,0,1,305,1,45,1,70,1,110,1,15,2,0,2,0,2025,1480,1000,480,545,2504.571744
81379,1991,100.000-499.999 habitantes,3,1,Hombre,28,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza privada,Municipio Residencia,400,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,400,400,400,0,0,1487.108139
81402,1992,100.000-499.999 habitantes,4,2,Hombre,12,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza concertada,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,300,1,20,2,0,1,600,0,312,0,0,0,1,230,1,20,1,120,1,40,2,0,1,144,1,30,1816,1232,920,312,584,1159.912385
81419,1992,100.000-499.999 habitantes,4,2,Mujer,10,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza concertada,Municipio Residencia,0,2,0,2,0,2,0,2,0,1,0,1,120,1,125,1,20,2,0,1,1200,0,0,300,0,0,1,191,1,35,1,180,1,40,2,0,1,165,2,0,2376,1765,1465,300,611,1159.912385
81445,1994,<10.000 habitantes,4,2,Mujer,11,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,250,1,15,2,0,2,0,0,408,330,0,0,1,320,1,10,2,0,1,70,1,90,2,0,2,0,1493,1003,265,738,490,941.50066
81458,1994,<10.000 habitantes,4,2,Mujer,6,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,30,1,15,2,0,2,0,0,0,330,0,0,1,170,1,25,1,50,1,25,1,35,2,0,2,0,680,375,45,330,305,941.50066
81483,1995,<10.000 habitantes,5,2,Hombre,25,Española,Sí,Sí,Sí,Educación Superior,Estudios Universitarios,Enseñanza pública,Misma Provincia,1480,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,610,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2090,2090,1480,610,0,1738.847493
81496,1995,<10.000 habitantes,5,2,Hombre,18,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Misma Provincia,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,320,0,0,0,0,0,2,0,1,100,2,0,1,200,1,100,1,350,2,0,1070,320,320,0,750,1738.847493
81537,1996,<10.000 habitantes,4,2,Mujer,19,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Misma CA,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1400,2,0,0,0,0,0,0,1,700,1,270,2,0,1,79,2,0,1,800,2,0,3249,1400,1400,0,1849,1294.729614
81542,1996,<10.000 habitantes,4,2,Mujer,14,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,500,1,15,2,0,2,0,0,0,0,0,0,1,689,1,25,2,0,1,48,2,0,1,800,2,0,2077,515,515,0,1562,1294.729614
81574,1997,<10.000 habitantes,3,1,Hombre,16,Española,Sí,Sí,No,Educación Secundaria,Bachillerato,Enseñanza pública,Misma Provincia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,100,1,30,2,0,1,660,0,0,0,0,0,1,450,1,30,2,0,1,100,1,149,2,0,2,0,1519,790,790,0,729,1428.615067
60346,1998,<10.000 habitantes,4,2,Hombre,15,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Misma Provincia,0,2,0,1,0,2,0,2,0,1,0,2,0,1,8,2,0,2,0,2,0,0,0,0,0,0,1,0,2,0,2,0,1,25,2,0,2,0,2,0,33,8,8,0,25,1717.807998
60359,1998,<10.000 habitantes,4,2,Mujer,9,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,1,0,2,0,1,15,1,10,2,0,2,0,0,0,0,0,0,1,16,1,8,2,0,1,25,2,0,2,0,1,10,84,25,25,0,59,1717.807998
60384,1999,<10.000 habitantes,4,2,Hombre,11,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,1,0,2,0,2,0,1,0,1,822,2,0,1,30,1,10,2,0,2,0,0,0,0,0,0,1,20,2,0,2,0,2,0,2,0,2,0,2,0,882,862,862,0,20,1749.333936
60397,1999,<10.000 habitantes,4,2,Mujer,7,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,1,120,2,0,2,0,1,108,2,0,2,0,1,30,1,5,2,0,2,0,0,0,156,0,0,1,166,2,0,2,0,1,30,2,0,2,0,2,0,615,419,263,156,196,1749.333936
60423,2000,<10.000 habitantes,4,2,Mujer,12,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,50,2,0,2,0,2,0,0,0,0,0,0,1,255,2,0,2,0,1,40,2,0,2,0,1,7,352,50,50,0,302,1639.530007
60439,2000,<10.000 habitantes,4,2,Hombre,10,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,50,2,0,2,0,2,0,0,0,0,0,0,1,222,2,0,1,23,1,40,2,0,2,0,2,0,335,50,50,0,285,1639.530007
60457,2001,<10.000 habitantes,2,1,Mujer,15,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza concertada,Misma Provincia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,10,2,0,1,38,1,528,0,0,0,0,0,1,19,2,0,2,0,1,50,2,0,2,0,2,0,645,576,576,0,69,971.180537
60482,2002,<10.000 habitantes,3,1,Hombre,7,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,20,1,10,2,0,2,0,0,0,0,0,0,1,105,2,0,2,0,1,40,2,0,1,150,2,0,325,30,30,0,295,2350.781958
60515,2003,<10.000 habitantes,4,2,Mujer,22,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza privada,Municipio Residencia,3000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,1,30,2,0,2,0,2,0,2,0,2,0,3030,3000,3000,0,30,1939.853616
60520,2003,<10.000 habitantes,4,2,Hombre,19,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza privada,Municipio Residencia,3700,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3700,3700,3700,0,0,1939.853616
39994,2006,100.000-499.999 habitantes,4,1,Hombre,37,Española,Sí,Sí,No,Educación Secundaria,Ciclos Formativos de FP,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,1,25,2,0,1,15,2,0,2,0,2,0,40,0,0,0,40,1863.663113
94705,2008,10.000-49.999 habitantes,3,1,Mujer,11,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,1,0,2,0,2,0,2,0,2,0,1,90,1,100,1,15,2,0,2,0,0,50,126,0,0,1,45,2,0,1,40,1,50,2,0,2,0,2,0,516,381,205,176,135,1990.492343
106772,2009,100.000-499.999 habitantes,3,2,Hombre,21,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Municipio Residencia,1527,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,270,1,150,2,0,1,40,2,0,2,0,2,0,1987,1527,1527,0,460,3564.143722
106788,2009,100.000-499.999 habitantes,3,2,Mujer,28,Española,Sí,Sí,Sí,Educación Superior,Estudios Universitarios,Enseñanza pública,Otra CA,794,2,0,2,0,1,2160,2,0,2,0,2,0,2,0,2,0,2,0,1,576,0,0,0,1020,0,1,25,1,70,2,0,1,30,2,0,2,0,2,0,4675,4550,3530,1020,125,3564.143722
81607,2010,10.000-49.999 habitantes,4,2,Mujer,6,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,1,360,2,0,2,0,2,0,2,0,1,120,1,15,1,8,2,0,2,0,0,0,0,0,0,1,15,2,0,1,119,1,100,2,0,2,0,2,0,737,503,503,0,234,1850.356579
81614,2010,10.000-49.999 habitantes,4,2,Mujer,3,Española,Sí,Sí,No,Educación Infantil,2º Ciclo de Educación Infantil,Enseñanza pública,Municipio Residencia,0,1,360,2,0,2,0,2,0,2,0,1,120,1,55,1,7,2,0,2,0,0,0,0,0,0,2,0,2,0,1,35,1,90,2,0,2,0,2,0,667,542,542,0,125,1850.356579
81640,2011,10.000-49.999 habitantes,4,2,Hombre,25,Española,Sí,Sí,No,Educación Secundaria,Ciclos Formativos de FP,Enseñanza pública,Misma Provincia,20,2,0,2,0,2,0,2,0,2,0,2,0,1,9,2,0,2,0,2,0,0,0,0,0,0,2,0,1,100,1,200,1,35,2,0,1,630,1,20,1014,29,29,0,985,3298.773421
81653,2011,10.000-49.999 habitantes,4,2,Hombre,21,Española,Sí,Sí,No,Educación Secundaria,Ciclos Formativos de FP,Enseñanza pública,Municipio Residencia,20,2,0,2,0,2,0,2,0,2,0,2,0,1,10,2,0,2,0,2,0,0,0,0,0,0,2,0,1,75,1,30,1,15,1,50,2,0,2,0,200,30,30,0,170,3298.773421
81705,2012,10.000-49.999 habitantes,3,1,Mujer,17,Española,Sí,Sí,No,Educación Secundaria,Ciclos Formativos de FP,Enseñanza pública,Municipio Residencia,15,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,2,0,2,0,1,200,2,0,1,300,2,0,515,15,15,0,500,2101.651375
81727,2013,10.000-49.999 habitantes,3,1,Hombre,20,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Misma Provincia,870,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,239,1,65,2,0,1,25,1,250,1,38,2,0,1487,870,870,0,617,3242.099839
81786,2014,<10.000 habitantes,4,1,Mujer,52,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,20,2,0,2,0,2,0,2,0,2,0,2,0,1,15,2,0,2,0,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,35,35,35,0,0,2341.667914
81884,2015,100.000-499.999 habitantes,4,1,Hombre,21,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Extranjero,3000,2,0,2,0,1,2160,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,1,20,2,0,1,20,2,0,2,0,2,0,5200,5160,5160,0,40,1601.556453
81897,2016,100.000-499.999 habitantes,3,1,Hombre,14,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza concertada,Municipio Residencia,1007,2,0,2,0,2,0,2,0,2,0,2,0,1,7,1,25,2,0,1,240,0,798,0,0,0,1,110,2,0,1,200,1,35,2,0,2,0,1,60,2482,2077,1279,798,405,766.287942
